datetime_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2023-11-26 02:00:00,4.0,687.6,0.0,11.48,118.73,10.37,53.1,59.34,6.27
2023-11-26 04:00:00,3.0,747.68,0.52,19.02,111.58,11.56,48.79,56.38,6.21
2023-11-26 06:00:00,4.0,660.9,1.36,12.51,124.45,9.66,52.31,60.1,5.57
2023-11-26 08:00:00,3.0,547.41,1.16,9.51,128.75,8.11,41.99,49.53,4.18
2023-11-26 10:00:00,4.0,607.49,0.89,10.71,134.47,7.75,50.18,58.99,3.96
2023-11-26 12:00:00,4.0,694.27,0.26,15.25,127.32,7.99,50.22,58.3,4.56
2023-11-26 14:00:00,5.0,1869.2,0.0,67.17,57.22,16.21,75.08,91.59,18.24
2023-11-26 16:00:00,5.0,2296.45,0.0,65.12,45.06,19.07,104.68,130.84,30.15
2023-11-26 18:00:00,5.0,1789.09,0.0,41.47,68.66,15.97,100.15,126.31,25.08
2023-11-26 20:00:00,5.0,1708.98,0.0,41.47,62.23,13.35,105.88,127.92,18.49
2023-11-26 22:00:00,5.0,1562.12,0.0,34.62,57.94,13.83,116.84,136.2,15.96
2023-11-27 00:00:00,5.0,1388.55,0.0,28.79,61.51,13.95,109.33,130.09,14.95
2023-11-27 02:00:00,5.0,2109.53,0.0,56.89,42.2,19.55,140.72,169.62,22.29
2023-11-27 04:00:00,5.0,4699.71,46.94,115.16,7.69,32.9,230.28,277.57,47.62
2023-11-27 06:00:00,5.0,3337.86,29.5,80.2,42.92,31.95,187.19,232.18,41.54
2023-11-27 08:00:00,4.0,881.2,2.1,16.28,125.89,14.42,67.86,84.47,8.74
2023-11-27 10:00:00,3.0,801.09,1.65,17.48,123.02,11.92,46.4,55.78,7.22
2023-11-27 12:00:00,4.0,814.44,0.38,22.96,110.15,12.76,54.91,64.82,7.22
2023-11-27 14:00:00,5.0,3631.59,18.1,120.64,1.42,27.89,139.94,170.89,36.48
2023-11-27 16:00:00,5.0,4913.33,46.04,112.41,0.0,35.76,230.03,287.21,63.33
2023-11-27 18:00:00,5.0,3364.56,4.36,89.11,6.97,29.8,184.5,240.76,46.61
2023-11-27 20:00:00,5.0,2002.72,0.0,52.78,50.78,21.46,122.74,162.12,21.03
2023-11-27 22:00:00,5.0,1388.55,0.0,27.42,71.53,15.02,109.54,141.0,14.31
2023-11-28 00:00:00,5.0,1361.85,0.0,23.99,70.81,15.5,111.63,139.02,14.57
2023-11-28 02:00:00,5.0,1976.01,0.0,48.67,47.21,20.27,136.85,163.31,21.28
2023-11-28 04:00:00,5.0,4859.92,49.62,112.41,6.44,34.81,243.54,285.36,49.65
2023-11-28 06:00:00,5.0,4165.65,40.23,100.08,34.33,37.19,227.59,273.72,49.65
2023-11-28 08:00:00,5.0,854.49,1.69,15.59,140.19,18.36,92.75,106.97,7.41
2023-11-28 10:00:00,4.0,794.41,1.93,18.34,120.16,15.97,58.67,67.5,7.54
2023-11-28 12:00:00,4.0,921.25,0.66,26.73,104.43,17.4,59.37,71.78,8.23
2023-11-28 14:00:00,5.0,3578.19,14.75,123.38,1.88,29.56,139.94,176.42,34.45
2023-11-28 16:00:00,5.0,5233.76,49.17,122.01,0.0,36.72,255.04,319.22,65.86
2023-11-28 18:00:00,5.0,6248.47,64.37,117.9,0.0,38.15,348.48,428.25,82.08
2023-11-28 20:00:00,5.0,4806.52,49.62,98.71,0.0,25.99,250.33,308.56,45.09
2023-11-28 22:00:00,5.0,2590.18,8.38,62.38,1.17,18.84,162.48,198.83,26.09
2023-11-29 00:00:00,5.0,1815.8,0.02,37.01,27.18,16.93,140.66,167.01,20.77
2023-11-29 02:00:00,5.0,2349.85,0.38,61.01,18.06,20.27,164.86,191.91,27.36
2023-11-29 04:00:00,5.0,5554.2,74.21,115.16,7.33,36.72,287.46,333.14,58.26
2023-11-29 06:00:00,5.0,4806.52,48.73,115.16,37.55,41.01,261.63,312.08,55.73
2023-11-29 08:00:00,4.0,841.14,1.98,16.79,140.19,17.17,60.99,74.16,8.87
2023-11-29 10:00:00,4.0,907.9,2.21,22.62,131.61,18.84,54.69,66.93,9.5
2023-11-29 12:00:00,4.0,1028.06,0.91,34.62,101.57,19.55,53.87,67.28,10.51
2023-11-29 14:00:00,5.0,4646.3,51.86,141.2,0.0,35.29,152.01,184.66,45.09
2023-11-29 16:00:00,5.0,6782.53,92.09,143.95,0.0,45.3,292.61,363.42,80.05
2023-11-29 18:00:00,5.0,7583.62,98.35,128.87,0.0,45.78,392.96,491.47,96.26
2023-11-29 20:00:00,5.0,5981.45,76.89,106.93,0.0,30.99,296.44,368.88,57.25
2023-11-29 22:00:00,5.0,2910.61,20.34,63.06,0.04,19.31,165.6,205.1,27.61
2023-11-30 00:00:00,5.0,2109.53,1.98,47.3,5.23,18.6,143.62,177.89,25.08
2023-11-30 02:00:00,5.0,2910.61,8.61,68.55,2.1,22.89,176.89,214.64,31.92
2023-11-30 04:00:00,5.0,8758.54,162.72,134.35,3.04,44.35,397.91,476.51,74.98
2023-11-30 06:00:00,5.0,10681.15,175.24,211.12,18.06,60.08,482.66,575.8,100.31
2023-11-30 08:00:00,4.0,961.3,2.37,21.93,147.34,20.5,68.46,83.66,8.99
2023-11-30 10:00:00,4.0,714.3,1.23,15.25,150.2,14.19,55.11,70.45,6.33
2023-11-30 12:00:00,4.0,680.92,0.3,16.45,133.04,11.44,54.13,72.91,4.88
2023-11-30 14:00:00,5.0,2082.82,0.01,93.22,53.64,17.64,106.22,136.18,17.23
2023-11-30 16:00:00,5.0,3631.59,17.88,122.01,2.37,24.56,168.91,214.87,43.06
2023-11-30 18:00:00,5.0,9292.6,143.05,146.69,0.0,67.71,487.32,579.41,141.86
2023-11-30 20:00:00,5.0,9506.23,151.99,154.91,0.0,71.53,480.28,586.43,141.86
2023-11-30 22:00:00,5.0,2536.77,12.74,66.49,0.35,21.46,133.43,178.28,29.64
2023-12-01 00:00:00,5.0,1949.31,0.52,42.5,10.64,19.31,123.45,163.76,22.55
2023-12-01 02:00:00,5.0,2910.61,10.06,63.06,1.25,26.94,172.71,225.82,33.44
2023-12-01 04:00:00,5.0,8010.86,141.26,116.53,3.13,50.54,383.09,476.01,86.13
2023-12-01 06:00:00,5.0,8758.54,126.96,172.73,21.1,58.17,418.22,529.53,98.29
2023-12-01 08:00:00,4.0,847.82,1.98,16.96,137.33,19.07,56.64,82.03,9.25
2023-12-01 10:00:00,4.0,1161.58,3.55,34.62,121.59,22.65,60.72,86.35,13.05
2023-12-01 12:00:00,5.0,2590.18,5.2,105.56,45.06,36.24,102.15,140.13,28.12
2023-12-01 14:00:00,5.0,3898.62,23.02,132.98,0.06,39.1,138.25,189.28,39.52
2023-12-01 16:00:00,5.0,3631.59,11.51,101.45,0.74,36.24,169.93,234.69,48.64
2023-12-01 18:00:00,5.0,2616.88,0.02,65.12,31.83,27.66,140.95,198.02,40.53
2023-12-01 20:00:00,5.0,1348.5,0.0,33.24,67.95,17.64,76.81,114.79,16.97
2023-12-01 22:00:00,4.0,734.33,0.0,11.65,92.98,13.11,59.74,94.98,8.23
2023-12-02 00:00:00,4.0,700.95,0.0,9.77,95.84,12.04,62.22,98.52,7.73
2023-12-02 02:00:00,5.0,1001.36,0.0,19.19,87.98,13.11,76.05,114.5,12.67
2023-12-02 04:00:00,5.0,2376.56,5.7,65.12,46.49,21.22,126.77,181.05,29.39
2023-12-02 06:00:00,5.0,1655.58,6.15,38.39,92.98,22.17,107.07,161.59,20.52
2023-12-02 08:00:00,3.0,600.81,1.16,9.08,131.61,12.04,43.97,68.68,5.07
2023-12-02 10:00:00,3.0,627.52,1.13,10.88,127.32,11.44,43.84,68.96,5.26
2023-12-02 12:00:00,4.0,747.68,0.43,17.31,114.44,12.16,51.86,82.8,6.65
2023-12-02 14:00:00,5.0,1655.58,0.0,50.72,69.38,18.36,88.47,132.75,17.99
2023-12-02 16:00:00,5.0,1949.31,0.0,47.3,65.8,19.55,124.81,176.99,26.85
2023-12-02 18:00:00,5.0,1548.77,0.0,30.85,79.39,16.21,117.49,166.18,21.79
2023-12-02 20:00:00,5.0,1001.36,0.0,17.65,90.84,12.16,86.91,126.3,10.51
2023-12-02 22:00:00,5.0,807.76,0.0,9.85,101.57,11.32,80.33,120.3,8.04
2023-12-03 00:00:00,5.0,854.49,0.0,10.02,98.71,10.97,83.96,126.43,9.25
2023-12-03 02:00:00,5.0,1121.52,0.0,19.54,87.98,13.11,93.95,140.09,13.68
2023-12-03 04:00:00,5.0,1976.01,3.8,52.78,58.65,19.31,121.84,177.76,24.32
2023-12-03 06:00:00,5.0,1508.71,5.09,31.87,95.84,19.55,100.54,155.52,19.51
2023-12-03 08:00:00,3.0,647.54,1.23,9.34,128.75,10.73,47.58,79.75,5.83
2023-12-03 10:00:00,3.0,694.27,1.36,12.51,124.45,12.28,48.03,80.2,6.33
2023-12-03 12:00:00,4.0,934.6,0.75,25.36,103.0,16.69,52.34,85.5,9.25
2023-12-03 14:00:00,5.0,2056.12,0.0,68.55,47.92,22.17,86.34,129.24,22.8
2023-12-03 16:00:00,5.0,2456.67,0.0,65.8,43.63,24.32,125.23,177.21,34.45
2023-12-03 18:00:00,5.0,2269.74,0.0,52.78,50.78,20.98,131.15,181.5,34.96
2023-12-03 20:00:00,5.0,1495.36,0.0,34.62,62.23,14.31,88.1,125.87,19.25
2023-12-03 22:00:00,5.0,1201.63,0.0,22.96,72.24,14.66,84.26,118.19,17.73
2023-12-04 00:00:00,5.0,1415.25,0.0,25.02,65.8,16.69,103.61,137.66,21.03
2023-12-04 02:00:00,5.0,2189.64,0.0,51.41,43.63,22.17,144.55,183.95,29.64
2023-12-04 04:00:00,5.0,5500.79,58.11,112.41,7.33,39.1,280.21,351.74,66.88
2023-12-04 06:00:00,5.0,4913.33,47.83,113.79,37.19,42.44,258.79,343.59,64.34
2023-12-04 08:00:00,4.0,774.38,1.84,15.25,137.33,19.79,57.96,96.07,8.49
2023-12-04 10:00:00,4.0,1268.39,4.86,39.76,111.58,26.46,66.3,109.08,14.57
2023-12-04 12:00:00,5.0,3150.94,10.62,124.75,32.19,39.58,130.2,187.79,34.96
2023-12-04 14:00:00,5.0,6088.26,76.89,153.54,0.0,48.16,218.21,292.4,63.84
2023-12-04 16:00:00,5.0,9078.98,134.11,150.8,0.0,59.13,423.08,529.83,110.45
2023-12-04 18:00:00,5.0,7583.62,86.72,120.64,0.0,48.16,425.9,527.47,100.31
2023-12-04 20:00:00,5.0,4058.84,29.06,90.48,0.02,26.23,223.33,290.2,48.13
2023-12-04 22:00:00,5.0,2029.42,0.23,48.67,19.49,17.64,134.78,183.5,25.59
2023-12-05 00:00:00,5.0,1615.52,0.0,30.5,47.21,16.93,120.47,164.31,23.05
2023-12-05 02:00:00,5.0,2189.64,0.03,55.52,32.54,20.74,140.48,188.05,31.92
2023-12-05 04:00:00,5.0,5607.6,76.0,106.93,6.88,37.67,271.19,346.0,71.94
2023-12-05 06:00:00,5.0,4859.92,54.99,109.67,33.26,40.05,236.92,330.12,63.84
2023-12-05 08:00:00,4.0,747.68,2.46,17.65,128.75,30.04,52.2,93.45,8.04
2023-12-05 10:00:00,3.0,747.68,2.18,20.56,134.47,35.29,48.05,83.54,7.47
2023-12-05 12:00:00,3.0,894.55,0.95,30.16,113.01,31.95,46.0,79.22,9.75
2023-12-05 14:00:00,5.0,3150.94,3.91,124.75,9.57,38.15,106.9,155.63,35.46
2023-12-05 16:00:00,5.0,5073.55,40.68,117.9,0.0,43.39,229.18,308.16,68.9
2023-12-05 18:00:00,5.0,7049.56,74.21,112.41,0.0,47.21,388.09,485.46,98.29
2023-12-05 20:00:00,5.0,4165.65,37.1,82.94,0.01,26.23,210.02,272.7,49.65
2023-12-05 22:00:00,5.0,1535.42,0.01,33.93,37.19,15.5,92.47,133.96,23.05
2023-12-06 00:00:00,5.0,1201.63,0.0,22.62,60.8,15.26,80.26,123.85,19.25
2023-12-06 02:00:00,5.0,1588.82,0.0,38.73,53.64,19.07,95.53,149.59,24.83
2023-12-06 04:00:00,5.0,4112.24,39.79,94.59,11.8,32.42,189.16,275.82,54.72
2023-12-06 06:00:00,5.0,3311.16,31.29,80.2,45.42,34.81,159.38,251.17,45.6
2023-12-06 08:00:00,3.0,714.3,2.4,16.45,128.75,26.7,41.72,74.28,8.11
2023-12-06 10:00:00,3.0,700.95,2.1,17.14,124.45,21.22,37.34,62.04,7.41
2023-12-06 12:00:00,3.0,781.06,0.89,24.33,110.15,21.7,38.47,63.3,8.11
2023-12-06 14:00:00,5.0,2056.12,0.0,76.09,49.35,27.66,79.21,118.83,24.32
2023-12-06 16:00:00,5.0,2643.59,0.01,75.4,37.91,28.37,126.56,178.51,40.02
2023-12-06 18:00:00,5.0,2323.15,0.0,56.21,47.92,23.84,122.01,172.8,38.5
2023-12-06 20:00:00,4.0,1361.85,0.0,32.56,67.95,15.74,72.02,112.1,19.0
2023-12-06 22:00:00,4.0,894.55,0.0,15.77,89.41,13.95,63.2,101.41,13.17
2023-12-07 00:00:00,5.0,974.66,0.0,15.77,91.55,15.74,79.02,121.44,14.57
2023-12-07 02:00:00,5.0,1495.36,0.0,33.24,75.1,20.03,106.2,152.34,22.04
2023-12-07 04:00:00,5.0,3311.16,16.09,90.48,27.18,30.99,173.37,236.28,43.06
2023-12-07 06:00:00,5.0,2376.56,12.85,60.32,80.11,34.81,141.8,208.66,31.92
2023-12-07 08:00:00,4.0,787.73,2.35,16.96,133.04,25.75,52.57,80.53,8.87
2023-12-07 10:00:00,3.0,787.73,2.21,19.19,128.75,23.84,49.28,76.65,8.49
2023-12-07 12:00:00,4.0,1028.06,1.15,32.9,105.86,26.7,55.14,87.52,11.53
2023-12-07 14:00:00,5.0,2910.61,0.73,109.67,18.95,35.29,115.01,166.04,32.42
2023-12-07 16:00:00,5.0,4005.43,13.63,102.82,0.91,36.24,201.6,275.92,56.24
2023-12-07 18:00:00,5.0,4966.74,31.74,95.96,0.01,38.15,282.64,369.75,72.96
2023-12-07 20:00:00,5.0,3738.4,20.56,84.31,0.08,25.75,205.96,273.98,45.09
2023-12-07 22:00:00,5.0,2136.23,0.14,47.98,21.99,18.12,143.41,194.9,28.37
2023-12-08 00:00:00,5.0,1922.61,0.0,36.33,41.84,17.88,143.16,191.16,27.87
2023-12-08 02:00:00,5.0,2937.32,1.96,72.66,12.34,23.13,189.95,243.54,41.54
2023-12-08 04:00:00,5.0,8972.17,150.2,141.2,4.11,48.64,441.81,539.87,101.33
2023-12-08 06:00:00,5.0,11001.59,148.42,233.05,25.39,68.66,560.54,680.69,114.5
2023-12-08 08:00:00,5.0,1348.5,4.36,37.36,150.2,31.47,98.17,137.76,13.17
2023-12-08 10:00:00,5.0,988.01,1.9,23.31,168.8,20.5,87.34,126.52,8.23
2023-12-08 12:00:00,4.0,620.84,0.37,14.05,131.61,12.04,57.78,97.42,4.81
2023-12-08 14:00:00,5.0,1602.17,0.22,76.77,30.76,12.76,76.33,118.94,14.82
2023-12-08 16:00:00,5.0,2109.53,10.62,74.71,1.18,14.66,95.08,151.77,27.11
2023-12-08 18:00:00,5.0,2830.51,27.27,64.43,0.02,18.12,136.23,207.63,35.46
2023-12-08 20:00:00,5.0,2777.1,27.05,66.49,0.01,14.54,126.44,192.34,22.29
2023-12-08 22:00:00,5.0,2189.64,2.91,68.55,4.34,11.44,109.24,164.39,14.69
2023-12-09 00:00:00,5.0,2002.72,0.07,56.21,17.17,12.4,110.41,162.85,14.82
2023-12-09 02:00:00,5.0,2803.8,5.81,74.71,2.28,17.64,154.02,210.78,21.53
2023-12-09 04:00:00,5.0,6942.75,123.38,93.22,3.53,33.38,326.44,409.78,53.2
2023-12-09 06:00:00,5.0,7370.0,100.14,152.17,27.54,35.76,360.5,442.73,55.22
2023-12-09 08:00:00,5.0,1415.25,7.49,40.78,108.72,17.64,81.59,145.69,15.07
2023-12-09 10:00:00,5.0,1455.31,8.49,48.67,101.57,16.93,78.64,144.04,15.33
2023-12-09 12:00:00,4.0,1388.55,6.48,56.21,54.36,16.45,64.45,133.33,14.06
2023-12-09 14:00:00,4.0,1735.69,8.83,76.77,1.54,13.11,61.83,131.18,15.2
2023-12-09 16:00:00,5.0,1789.09,7.49,66.49,2.5,12.04,76.38,145.76,19.25
2023-12-09 18:00:00,5.0,5821.23,86.72,91.85,0.0,33.86,281.47,384.77,61.3
2023-12-09 20:00:00,5.0,11535.64,168.09,180.96,0.0,49.59,603.97,753.47,78.02
2023-12-09 22:00:00,5.0,5233.76,47.83,111.04,0.0,23.84,288.8,383.64,30.15
2023-12-10 00:00:00,5.0,2029.42,4.75,44.55,1.9,17.4,141.93,200.2,21.79
2023-12-10 02:00:00,5.0,2590.18,4.19,58.26,3.8,21.22,184.97,247.87,28.12
2023-12-10 04:00:00,5.0,7263.18,113.55,111.04,3.35,39.1,401.37,506.18,62.82
2023-12-10 06:00:00,5.0,7904.05,91.2,175.48,31.11,47.68,444.37,587.36,74.98
2023-12-10 08:00:00,5.0,1735.69,7.26,58.26,141.62,98.23,173.4,253.16,12.16
2023-12-10 10:00:00,5.0,1482.01,3.86,50.72,171.66,67.71,172.5,251.85,8.87
2023-12-10 12:00:00,5.0,921.25,0.29,23.65,197.41,61.04,145.73,211.47,2.18
2023-12-10 14:00:00,5.0,1441.96,0.0,48.67,144.48,48.16,178.48,243.79,4.37
2023-12-10 16:00:00,5.0,2002.72,0.0,63.06,104.43,28.37,203.18,266.41,16.21
2023-12-10 18:00:00,5.0,2857.21,0.0,85.68,54.36,21.93,244.33,312.2,26.09
2023-12-10 20:00:00,5.0,2429.96,0.0,75.4,42.92,13.95,190.55,248.06,14.95
2023-12-10 22:00:00,5.0,1842.5,0.0,50.04,51.5,12.04,142.63,191.7,12.03
2023-12-11 00:00:00,5.0,1495.36,0.0,36.67,51.5,11.68,110.81,156.78,12.67
2023-12-11 02:00:00,5.0,2349.85,0.59,69.23,19.13,16.69,147.91,195.26,20.77
2023-12-11 04:00:00,5.0,7156.37,126.96,100.08,1.52,33.86,354.47,421.52,52.18
2023-12-11 06:00:00,5.0,5180.36,74.21,105.56,25.75,27.42,249.12,321.65,41.54
2023-12-11 08:00:00,3.0,507.35,2.29,12.34,103.0,7.57,38.64,86.61,5.07
2023-12-11 10:00:00,3.0,433.92,1.73,9.85,94.41,5.25,32.13,78.82,3.42
2023-12-11 12:00:00,3.0,427.25,0.87,12.34,84.4,4.65,31.44,80.84,3.04
2023-12-11 14:00:00,4.0,1228.33,0.45,61.01,20.92,7.87,50.47,106.8,11.27
2023-12-11 16:00:00,5.0,1708.98,2.26,67.86,8.05,11.68,80.91,146.72,21.28
2023-12-11 18:00:00,5.0,2269.74,5.76,73.34,2.64,15.26,118.45,191.75,28.37
2023-12-11 20:00:00,5.0,2456.67,9.95,77.46,0.75,13.47,121.39,185.59,19.25
2023-12-11 22:00:00,5.0,3257.75,13.75,87.74,0.13,16.93,178.02,235.01,19.51
2023-12-12 00:00:00,5.0,3898.62,18.78,90.48,0.01,22.89,232.76,284.5,24.07
2023-12-12 02:00:00,5.0,4699.71,39.34,90.48,0.0,30.52,279.39,322.29,32.93
2023-12-12 04:00:00,5.0,10253.91,202.06,111.04,1.63,51.5,513.4,584.7,71.94
2023-12-12 06:00:00,5.0,13031.01,205.64,235.8,16.27,61.99,673.87,811.46,85.12
2023-12-12 08:00:00,5.0,3898.62,11.06,119.27,180.24,76.29,287.15,355.43,22.04
2023-12-12 10:00:00,5.0,4325.87,5.36,126.12,260.35,61.99,415.77,500.82,22.29
2023-12-12 12:00:00,5.0,5180.36,1.7,180.96,165.94,42.92,484.02,608.65,34.45
2023-12-12 14:00:00,5.0,6355.29,0.65,263.21,25.75,43.39,464.38,612.84,50.16
2023-12-12 16:00:00,5.0,6782.53,10.62,244.02,1.02,58.17,441.45,626.94,64.85
2023-12-12 18:00:00,5.0,4966.74,13.3,146.69,0.58,52.45,327.96,477.24,60.29
2023-12-12 20:00:00,5.0,2243.04,0.07,62.38,27.18,23.13,170.45,240.16,27.61
2023-12-12 22:00:00,5.0,1495.36,0.0,30.5,62.94,15.97,150.88,201.22,19.25
2023-12-13 00:00:00,5.0,1522.06,0.0,25.7,67.95,16.21,171.99,224.42,20.27
2023-12-13 02:00:00,5.0,2002.72,0.0,44.55,52.21,18.84,198.43,261.12,26.85
2023-12-13 04:00:00,5.0,4806.52,41.13,108.3,6.79,32.9,306.61,410.06,58.77
2023-12-13 06:00:00,5.0,3898.62,33.08,93.22,40.41,34.81,270.16,396.91,48.13
2023-12-13 08:00:00,5.0,1081.47,3.55,31.19,144.48,57.7,140.44,225.25,5.76
2023-12-13 10:00:00,5.0,1255.04,4.47,43.87,153.06,76.29,146.58,223.97,7.6
2023-12-13 12:00:00,5.0,1922.61,3.63,81.57,113.01,82.97,165.18,244.44,14.57
2023-12-13 14:00:00,5.0,2883.91,0.0,116.53,57.94,71.53,191.18,281.79,23.56
2023-12-13 16:00:00,5.0,3204.35,0.0,97.33,56.51,41.48,254.5,366.91,37.49
2023-12-13 18:00:00,5.0,2990.72,0.0,74.71,55.07,30.99,272.19,374.72,39.52
2023-12-13 20:00:00,5.0,2296.45,0.0,55.52,63.66,20.5,237.75,321.63,24.32
2023-12-13 22:00:00,5.0,1815.8,0.0,32.56,78.68,16.21,236.51,311.77,19.51
2023-12-14 00:00:00,5.0,2189.64,0.0,37.36,60.8,18.36,274.61,355.21,25.84
2023-12-14 02:00:00,5.0,2964.02,0.04,67.17,31.47,22.89,313.31,396.71,34.45
2023-12-14 04:00:00,5.0,6034.85,62.58,127.49,9.75,36.72,412.12,517.87,65.86
2023-12-14 06:00:00,5.0,5340.58,48.28,128.87,46.49,41.01,372.25,488.24,61.81
2023-12-14 08:00:00,5.0,1335.14,5.03,40.44,143.05,75.34,158.66,219.59,8.49
2023-12-14 10:00:00,5.0,1682.28,5.76,63.06,137.33,82.02,167.92,233.78,12.92
2023-12-14 12:00:00,5.0,2857.21,4.47,131.61,65.09,75.34,211.01,301.11,26.09
2023-12-14 14:00:00,5.0,4592.9,34.42,171.36,0.04,81.06,249.44,351.15,42.56
2023-12-14 16:00:00,5.0,6942.75,65.27,163.14,0.0,68.66,398.49,531.38,82.08
2023-12-14 18:00:00,5.0,6301.88,45.15,132.98,0.0,51.5,442.12,566.12,84.1
2023-12-14 20:00:00,5.0,3284.45,7.38,82.25,3.49,23.6,264.4,343.66,37.49
2023-12-14 22:00:00,5.0,1815.8,0.0,33.24,61.51,16.45,204.75,272.58,22.04
2023-12-15 00:00:00,5.0,2002.72,0.0,34.96,55.79,17.64,225.01,297.48,26.35
2023-12-15 02:00:00,5.0,2696.99,0.08,63.75,28.61,21.7,256.5,338.51,34.96
2023-12-15 04:00:00,5.0,6301.88,82.25,117.9,4.34,38.62,388.38,512.31,71.94
2023-12-15 06:00:00,5.0,6248.47,72.42,139.83,29.68,46.73,385.31,512.02,71.94
2023-12-15 08:00:00,5.0,1161.58,4.3,34.62,133.04,55.31,106.83,145.76,10.51
2023-12-15 10:00:00,5.0,1028.06,1.84,27.08,173.09,38.15,110.95,149.02,8.61
2023-12-15 12:00:00,5.0,947.95,0.4,28.79,161.65,27.89,107.38,148.32,7.35
2023-12-15 14:00:00,5.0,2429.96,0.16,111.04,38.62,26.46,148.29,199.24,22.55
2023-12-15 16:00:00,5.0,3738.4,19.89,109.67,0.68,30.52,236.56,299.9,47.62
2023-12-15 18:00:00,5.0,5554.2,53.64,109.67,0.0,38.62,374.54,453.47,74.98
2023-12-15 20:00:00,5.0,5126.95,48.73,111.04,0.0,30.04,336.58,404.3,55.22
2023-12-15 22:00:00,5.0,2723.69,10.95,69.23,0.53,18.36,221.57,271.09,28.12
2023-12-16 00:00:00,5.0,1642.23,0.01,35.99,32.9,14.9,179.01,218.06,17.99
2023-12-16 02:00:00,5.0,2376.56,0.01,58.95,37.55,19.31,225.49,269.45,22.8
2023-12-16 04:00:00,5.0,7370.0,92.98,138.46,3.49,37.67,445.91,526.87,59.78
2023-12-16 06:00:00,5.0,8865.36,105.5,189.19,23.6,47.68,524.92,626.6,86.13
2023-12-16 08:00:00,5.0,1134.87,2.65,26.73,147.34,18.6,112.5,146.36,7.47
2023-12-16 10:00:00,5.0,1081.47,1.76,25.7,158.79,15.97,103.33,133.85,7.47
2023-12-16 12:00:00,4.0,567.44,0.26,11.82,124.45,6.85,71.64,101.62,2.41
2023-12-16 14:00:00,4.0,881.2,0.0,34.27,78.68,6.5,68.73,97.85,6.14
2023-12-16 16:00:00,4.0,1161.58,0.0,43.53,59.37,7.99,72.21,101.28,13.17
2023-12-16 18:00:00,5.0,2162.93,0.05,71.97,28.61,13.59,124.82,162.58,23.81
2023-12-16 20:00:00,4.0,1281.74,0.0,41.47,51.5,7.87,71.39,95.01,12.54
2023-12-16 22:00:00,3.0,467.3,0.0,9.08,82.97,9.42,23.95,52.75,5.19
2023-12-17 00:00:00,3.0,527.38,0.0,10.37,72.24,9.54,25.18,52.63,7.22
2023-12-17 02:00:00,4.0,1148.22,0.01,31.53,42.2,12.28,54.64,80.78,17.99
2023-12-17 04:00:00,5.0,4272.46,61.69,80.2,6.62,26.94,186.22,232.19,50.66
2023-12-17 06:00:00,5.0,5180.36,71.53,105.56,25.75,37.67,253.56,323.52,63.84
2023-12-17 08:00:00,5.0,1615.52,7.04,46.61,120.16,51.02,121.75,174.55,15.45
2023-12-17 10:00:00,5.0,1842.5,6.31,65.12,134.47,72.48,157.61,217.93,13.81
2023-12-17 12:00:00,5.0,3177.64,4.14,142.57,72.24,64.85,226.4,304.89,26.85
2023-12-17 14:00:00,5.0,4379.27,21.46,169.99,0.09,56.74,206.93,277.2,36.98
2023-12-17 16:00:00,5.0,1562.12,0.0,38.73,75.1,24.08,130.9,186.66,19.25
2023-12-17 18:00:00,5.0,1348.5,0.0,26.05,88.69,16.21,139.79,196.7,17.73
2023-12-17 20:00:00,5.0,934.6,0.0,18.16,90.84,11.09,86.49,124.85,10.39
2023-12-17 22:00:00,4.0,781.06,0.0,13.54,88.69,11.92,62.66,93.45,10.64
2023-12-18 00:00:00,3.0,627.52,0.0,11.31,83.68,11.44,33.03,56.29,9.37
2023-12-18 02:00:00,3.0,827.79,0.0,19.88,81.54,15.97,31.81,52.92,12.67
2023-12-18 04:00:00,5.0,1762.39,3.8,52.78,65.8,30.04,94.71,133.18,22.29
2023-12-18 06:00:00,5.0,1535.42,4.86,34.62,111.58,32.42,156.87,212.12,16.72
2023-12-18 08:00:00,5.0,734.33,1.66,12.85,137.33,22.41,77.74,111.07,6.4
2023-12-18 10:00:00,4.0,700.95,1.69,15.25,131.61,21.7,62.6,102.56,6.33
2023-12-18 12:00:00,4.0,801.09,0.69,22.28,118.73,24.56,71.82,119.64,7.28
2023-12-18 14:00:00,5.0,1628.88,0.0,54.84,70.81,28.37,106.87,167.68,18.24
2023-12-18 16:00:00,5.0,1976.01,0.0,56.21,59.37,30.52,133.9,202.16,29.13
2023-12-18 18:00:00,5.0,1842.5,0.0,43.18,65.8,23.6,144.33,207.7,28.88
2023-12-18 20:00:00,5.0,1134.87,0.0,22.62,86.55,15.02,112.71,163.17,13.43
2023-12-18 22:00:00,5.0,801.09,0.0,11.65,101.57,13.23,93.57,138.26,9.37
2023-12-19 00:00:00,5.0,781.06,0.0,11.48,101.57,14.78,97.52,148.68,9.12
2023-12-19 02:00:00,5.0,1028.06,0.0,20.73,94.41,18.6,115.63,174.93,12.29
2023-12-19 04:00:00,5.0,1815.8,1.59,56.21,65.09,25.27,145.42,215.79,21.28
2023-12-19 06:00:00,5.0,1335.14,4.75,35.99,100.14,30.99,123.34,193.94,14.95
2023-12-19 08:00:00,5.0,707.63,2.35,18.16,138.76,35.29,77.84,119.91,5.95
