datetime_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2025-01-09 14:00:00,5.0,3952.03,6.37,180.96,5.9,48.64,223.86,327.29,34.96
2025-01-09 16:00:00,5.0,7049.56,63.48,211.12,0.0,65.8,380.53,505.39,72.96
2025-01-09 18:00:00,5.0,12710.57,128.75,268.7,0.0,80.11,739.2,902.91,125.65
2025-01-09 20:00:00,5.0,8865.36,56.33,189.19,0.0,56.27,538.57,657.57,77.01
2025-01-09 22:00:00,5.0,4272.46,0.4,100.08,13.77,39.1,287.85,362.38,39.01
2025-01-10 00:00:00,5.0,3231.05,0.0,55.52,37.91,30.52,238.4,296.16,36.48
2025-01-10 02:00:00,5.0,3578.19,0.02,75.4,30.04,32.9,248.07,301.64,43.57
2025-01-10 04:00:00,5.0,6141.66,31.74,156.28,6.79,54.84,345.22,415.32,72.96
2025-01-10 06:00:00,5.0,7690.43,63.48,186.44,35.76,73.43,439.84,527.4,88.16
2025-01-10 08:00:00,5.0,2857.21,8.16,80.88,155.93,68.66,219.01,284.0,31.16
2025-01-10 10:00:00,5.0,1789.09,2.91,47.3,191.69,51.98,160.87,218.97,17.23
2025-01-10 12:00:00,5.0,827.79,0.32,17.99,174.52,22.65,91.11,128.77,6.14
2025-01-10 14:00:00,5.0,1441.96,0.0,54.84,104.43,24.56,103.06,141.37,13.05
2025-01-10 16:00:00,5.0,2456.67,0.0,85.0,69.38,28.61,166.24,211.54,31.66
2025-01-10 18:00:00,5.0,4913.33,1.84,153.54,10.37,43.87,327.76,388.34,64.85
2025-01-10 20:00:00,5.0,5073.55,9.72,141.2,0.54,40.53,329.99,411.66,52.69
2025-01-10 22:00:00,5.0,2830.51,0.0,69.92,30.4,25.99,218.15,307.61,26.35
2025-01-11 00:00:00,5.0,1976.01,0.0,37.01,64.37,24.08,189.09,274.1,21.28
2025-01-11 02:00:00,5.0,2349.85,0.0,50.72,65.8,27.18,210.42,289.6,27.11
2025-01-11 04:00:00,5.0,5447.39,30.4,143.95,9.21,39.58,351.23,442.05,59.78
2025-01-11 06:00:00,5.0,6675.72,52.3,167.25,46.49,51.98,417.2,514.53,65.86
2025-01-11 08:00:00,5.0,1895.9,6.43,55.52,155.93,47.68,163.48,224.77,16.21
2025-01-11 10:00:00,5.0,1001.36,2.63,28.79,163.08,25.99,87.06,125.22,8.49
2025-01-11 12:00:00,4.0,801.09,1.54,29.82,103.0,29.56,60.75,130.98,7.35
2025-01-11 14:00:00,5.0,1335.14,0.0,56.89,65.09,29.8,79.49,158.41,13.17
2025-01-11 16:00:00,5.0,2349.85,0.02,85.68,44.35,25.03,133.05,192.82,29.13
2025-01-11 18:00:00,5.0,5821.23,31.29,150.8,0.01,40.53,336.51,416.96,70.93
2025-01-11 20:00:00,5.0,6355.29,47.39,154.91,0.0,41.96,345.33,429.7,63.84
2025-01-11 22:00:00,5.0,2937.32,4.41,85.68,3.13,25.51,154.4,210.07,30.65
2025-01-12 00:00:00,5.0,1708.98,0.0,36.67,47.21,20.27,110.76,155.49,23.56
2025-01-12 02:00:00,5.0,2056.12,0.0,47.3,57.94,22.41,136.02,183.31,28.88
2025-01-12 04:00:00,5.0,5233.76,33.53,130.24,12.7,38.62,284.6,358.67,64.34
2025-01-12 06:00:00,5.0,5500.79,46.49,137.09,49.35,43.39,299.49,401.03,60.8
2025-01-12 08:00:00,5.0,907.9,3.52,27.08,147.34,68.66,78.78,121.75,7.35
2025-01-12 10:00:00,5.0,867.84,2.32,25.02,165.94,61.04,83.81,122.59,7.41
2025-01-12 12:00:00,5.0,894.55,0.82,25.36,153.06,44.35,83.46,122.36,8.61
2025-01-12 14:00:00,5.0,1188.28,0.0,37.01,114.44,36.24,84.16,125.27,12.79
2025-01-12 16:00:00,5.0,1161.58,0.0,27.08,110.15,24.08,103.46,148.06,14.31
2025-01-12 18:00:00,5.0,1121.52,0.0,20.39,113.01,19.07,123.65,165.93,13.3
2025-01-12 20:00:00,5.0,907.9,0.0,14.39,115.87,15.5,122.88,161.55,7.79
2025-01-12 22:00:00,5.0,847.82,0.0,11.31,117.3,16.69,122.48,160.27,7.28
2025-01-13 00:00:00,5.0,847.82,0.0,10.62,120.16,19.31,132.22,173.28,6.14
2025-01-13 02:00:00,5.0,1041.41,0.0,15.59,115.87,22.89,166.26,209.12,7.6
2025-01-13 04:00:00,5.0,1628.88,1.17,39.76,92.98,29.56,195.2,245.05,14.95
2025-01-13 06:00:00,5.0,1388.55,4.64,30.5,110.15,32.9,150.4,197.92,14.19
2025-01-13 08:00:00,5.0,934.6,2.96,19.36,134.47,31.47,90.96,124.39,8.99
2025-01-13 10:00:00,5.0,867.84,2.29,19.02,143.05,29.8,79.35,109.28,8.04
2025-01-13 12:00:00,5.0,947.95,1.23,25.02,127.32,27.42,75.39,104.27,9.12
2025-01-13 14:00:00,5.0,1255.04,0.0,36.67,95.84,25.51,87.06,120.71,13.05
2025-01-13 16:00:00,5.0,1468.66,0.0,35.64,89.41,25.27,113.23,153.52,19.51
2025-01-13 18:00:00,5.0,1575.47,0.0,33.93,85.83,24.32,128.51,169.04,22.55
2025-01-13 20:00:00,5.0,1321.79,0.0,29.47,85.12,20.98,109.0,142.54,15.96
2025-01-13 22:00:00,5.0,1028.06,0.0,19.36,90.84,18.36,91.32,121.03,12.29
2025-01-14 00:00:00,5.0,1041.41,0.0,18.68,90.84,19.31,89.58,121.96,13.05
2025-01-14 02:00:00,5.0,1308.44,0.0,29.47,81.54,22.89,100.19,137.46,16.21
2025-01-14 04:00:00,5.0,2590.18,4.58,80.2,45.06,34.33,155.56,217.04,30.4
2025-01-14 06:00:00,5.0,2536.77,13.97,71.29,73.67,51.98,161.12,244.02,30.91
2025-01-14 08:00:00,5.0,1508.71,5.64,40.44,130.18,57.7,117.77,174.13,16.21
2025-01-14 10:00:00,5.0,1201.63,2.57,28.79,161.65,33.38,104.81,146.4,11.91
2025-01-14 12:00:00,5.0,827.79,0.74,21.08,135.9,16.93,75.28,106.43,7.54
2025-01-14 14:00:00,5.0,1655.58,0.0,67.17,60.08,19.07,93.28,123.64,17.73
2025-01-14 16:00:00,5.0,2857.21,0.15,100.08,26.46,27.42,161.91,199.69,39.52
2025-01-14 18:00:00,5.0,5981.45,24.59,164.51,0.02,52.45,349.21,432.87,79.04
2025-01-14 20:00:00,5.0,3738.4,5.87,113.79,3.49,38.62,228.43,316.02,41.54
2025-01-14 22:00:00,5.0,1642.23,0.0,36.67,59.37,26.94,132.63,188.75,17.99
2025-01-15 00:00:00,5.0,1415.25,0.0,23.99,78.68,21.22,128.37,182.17,17.48
2025-01-15 02:00:00,5.0,1708.98,0.0,35.64,70.1,21.93,138.61,195.9,22.8
2025-01-15 04:00:00,5.0,3471.37,9.28,98.71,23.25,33.86,207.97,286.22,44.58
2025-01-15 06:00:00,5.0,3471.37,20.34,87.05,60.8,44.35,211.58,294.94,44.58
2025-01-15 08:00:00,5.0,1255.04,3.49,28.1,143.05,28.85,107.61,159.12,13.17
2025-01-15 10:00:00,5.0,961.3,1.9,20.91,155.93,21.7,91.31,133.87,8.87
2025-01-15 12:00:00,4.0,667.57,0.69,15.59,121.59,11.21,57.75,92.95,5.38
2025-01-15 14:00:00,5.0,2296.45,1.56,101.45,18.42,15.74,111.88,154.82,22.8
2025-01-15 16:00:00,5.0,4005.43,32.19,111.04,0.02,23.84,209.78,269.89,43.06
2025-01-15 18:00:00,5.0,7904.05,83.15,153.54,0.0,39.1,471.01,555.87,63.33
2025-01-15 20:00:00,5.0,5126.95,37.1,119.27,0.0,27.66,304.4,377.36,40.02
2025-01-15 22:00:00,5.0,2296.45,0.66,63.06,15.02,21.22,166.58,226.93,25.33
2025-01-16 00:00:00,5.0,1895.9,0.0,36.67,51.5,20.74,173.55,234.35,23.05
2025-01-16 02:00:00,5.0,2429.96,0.0,54.15,41.13,24.8,213.39,279.53,29.13
2025-01-16 04:00:00,5.0,5287.17,38.0,120.64,6.79,47.21,347.73,438.55,63.33
2025-01-16 06:00:00,5.0,6462.1,54.09,160.4,42.2,73.43,417.13,517.73,68.9
2025-01-16 08:00:00,5.0,4165.65,14.31,131.61,153.06,82.97,350.1,433.49,38.0
2025-01-16 10:00:00,5.0,2777.1,5.76,90.48,188.83,52.45,291.75,369.21,20.52
2025-01-16 12:00:00,5.0,1214.98,0.65,35.99,173.09,26.46,148.18,204.67,7.73
2025-01-16 14:00:00,5.0,1762.39,0.0,73.34,92.98,21.22,136.78,194.35,14.06
2025-01-16 16:00:00,5.0,2777.1,0.02,111.04,43.27,27.89,197.79,270.09,32.93
2025-01-16 18:00:00,5.0,9506.23,33.53,285.15,0.0,67.71,583.17,703.26,101.33
2025-01-16 20:00:00,5.0,5340.58,10.28,161.77,1.79,43.87,357.09,460.06,48.64
2025-01-16 22:00:00,5.0,1642.23,0.0,33.93,74.39,33.86,176.04,236.13,15.33
2025-01-17 00:00:00,5.0,1388.55,0.0,25.7,86.55,38.15,167.84,224.79,14.31
2025-01-17 02:00:00,5.0,1602.17,0.0,33.24,85.83,32.42,164.62,216.69,19.25
2025-01-17 04:00:00,5.0,3044.13,5.48,87.05,47.92,35.76,221.99,284.42,36.48
2025-01-17 06:00:00,5.0,2429.96,11.73,60.32,85.83,36.72,175.34,236.13,31.41
2025-01-17 08:00:00,3.0,727.65,2.65,16.96,131.61,27.18,43.69,80.85,7.73
2025-01-17 10:00:00,3.0,680.92,2.43,17.65,133.04,26.46,35.66,69.16,6.46
2025-01-17 12:00:00,3.0,767.71,1.54,23.99,123.02,28.61,40.0,77.73,7.16
2025-01-17 14:00:00,3.0,921.25,0.0,30.16,104.43,25.03,47.15,89.89,9.12
2025-01-17 16:00:00,4.0,1148.22,0.0,31.19,98.71,27.66,72.0,129.06,15.58
2025-01-17 18:00:00,5.0,1308.44,0.0,29.82,92.98,25.51,97.49,166.66,19.0
2025-01-17 20:00:00,5.0,921.25,0.0,18.51,101.57,18.36,81.6,141.58,10.13
2025-01-17 22:00:00,5.0,680.92,0.0,8.31,118.73,14.07,80.05,137.17,6.14
2025-01-18 00:00:00,5.0,707.63,0.0,8.31,120.16,16.21,94.2,150.52,5.83
2025-01-18 02:00:00,5.0,827.79,0.0,13.02,113.01,18.6,100.14,151.56,7.54
2025-01-18 04:00:00,5.0,1335.14,1.08,34.96,90.12,22.65,114.47,170.49,14.69
2025-01-18 06:00:00,5.0,1241.68,3.86,27.42,108.72,25.27,109.57,166.29,14.31
2025-01-18 08:00:00,5.0,867.84,2.35,17.14,141.62,25.27,82.04,120.25,8.61
2025-01-18 10:00:00,5.0,934.6,2.57,22.96,144.48,33.86,82.47,119.4,8.87
2025-01-18 12:00:00,5.0,1335.14,2.21,46.61,120.16,48.16,95.37,136.25,13.3
2025-01-18 14:00:00,5.0,1842.5,0.0,70.6,76.53,56.74,105.77,150.26,17.48
2025-01-18 16:00:00,5.0,1762.39,0.0,52.09,77.96,33.86,123.12,176.23,22.04
2025-01-18 18:00:00,5.0,1642.23,0.0,38.39,81.54,25.03,129.46,180.71,22.8
2025-01-18 20:00:00,5.0,1361.85,0.0,29.47,83.68,18.12,119.18,160.19,15.58
2025-01-18 22:00:00,5.0,1108.17,0.0,18.34,90.84,14.9,114.56,147.89,12.79
2025-01-19 00:00:00,5.0,1081.47,0.0,16.45,90.84,15.02,115.89,147.47,13.43
2025-01-19 02:00:00,5.0,1321.79,0.0,26.05,82.25,17.4,120.74,153.59,17.23
2025-01-19 04:00:00,5.0,2803.8,5.53,78.83,42.92,27.66,177.39,228.88,34.96
2025-01-19 06:00:00,5.0,2563.48,12.74,65.12,79.39,33.86,173.73,234.52,31.41
2025-01-19 08:00:00,5.0,974.66,2.6,20.22,145.91,32.9,95.19,132.23,8.99
2025-01-19 10:00:00,5.0,1708.98,5.53,49.35,141.62,39.58,130.41,172.34,16.97
2025-01-19 12:00:00,5.0,3845.21,11.4,146.69,65.09,48.64,220.39,279.8,34.96
2025-01-19 14:00:00,5.0,5233.76,25.26,189.19,0.06,51.02,249.27,312.43,42.56
2025-01-19 16:00:00,5.0,2670.29,0.0,76.09,60.8,38.62,181.18,238.48,29.39
2025-01-19 18:00:00,5.0,1735.69,0.0,35.99,94.41,29.56,167.44,232.2,22.04
2025-01-19 20:00:00,5.0,1321.79,0.0,26.39,100.14,22.17,148.09,204.69,13.05
2025-01-19 22:00:00,5.0,1174.93,0.0,19.36,104.43,20.98,146.53,196.38,12.41
2025-01-20 00:00:00,5.0,1134.87,0.0,17.31,105.86,20.98,148.98,196.38,12.41
2025-01-20 02:00:00,5.0,1388.55,0.0,25.7,101.57,23.37,165.83,211.37,15.83
2025-01-20 04:00:00,5.0,2483.37,1.98,66.49,71.53,32.42,217.64,272.84,28.63
2025-01-20 06:00:00,5.0,2162.93,5.81,48.67,113.01,39.1,207.14,258.15,23.81
2025-01-20 08:00:00,5.0,1214.98,2.51,22.96,158.79,30.52,137.63,177.25,10.77
2025-01-20 10:00:00,5.0,2323.15,7.15,67.86,140.19,43.39,185.81,234.05,23.56
2025-01-20 12:00:00,5.0,4806.52,12.63,183.7,57.22,50.07,297.34,365.24,46.61
2025-01-20 14:00:00,5.0,5500.79,33.08,186.44,0.02,37.19,282.36,346.58,50.16
2025-01-20 16:00:00,5.0,5340.58,22.58,160.4,0.13,37.67,309.61,372.25,59.28
2025-01-20 18:00:00,5.0,10894.78,97.45,222.09,0.0,68.66,666.6,781.63,118.55
2025-01-20 20:00:00,5.0,8651.73,65.27,180.96,0.0,51.5,554.35,671.78,79.04
2025-01-20 22:00:00,5.0,3685.0,1.56,91.85,7.6,29.8,293.47,357.53,33.94
2025-01-21 00:00:00,5.0,2696.99,0.0,47.3,45.06,24.8,266.85,314.84,29.13
2025-01-21 02:00:00,5.0,2964.02,0.0,61.01,47.92,26.94,284.48,332.02,33.94
2025-01-21 04:00:00,5.0,5821.23,22.13,149.43,12.34,44.35,414.52,485.82,65.86
2025-01-21 06:00:00,5.0,7797.24,56.33,186.44,43.99,61.99,522.28,615.23,86.13
2025-01-21 08:00:00,5.0,7797.24,26.6,222.09,140.19,73.43,598.55,699.72,71.94
2025-01-21 10:00:00,5.0,7263.18,13.52,238.54,226.02,67.71,699.69,813.98,58.77
2025-01-21 12:00:00,5.0,2857.21,1.52,81.57,234.6,30.99,355.32,413.16,16.47
2025-01-21 14:00:00,5.0,1308.44,0.0,31.53,164.51,15.5,158.15,195.17,6.71
2025-01-21 16:00:00,5.0,1174.93,0.0,28.79,121.59,11.56,116.91,149.66,9.5
2025-01-21 18:00:00,5.0,1094.82,0.0,28.1,100.14,10.49,86.55,113.76,11.02
2025-01-21 20:00:00,4.0,1028.06,0.0,30.85,85.12,8.34,61.32,82.52,7.47
2025-01-21 22:00:00,4.0,1014.71,0.0,26.05,79.39,8.34,54.3,71.96,6.84
2025-01-22 00:00:00,4.0,1201.63,0.0,28.45,72.24,10.73,66.3,85.46,8.04
2025-01-22 02:00:00,5.0,2109.53,0.01,60.32,41.48,17.4,122.0,148.7,13.05
2025-01-22 04:00:00,5.0,5821.23,63.48,124.75,6.62,35.29,299.41,356.46,36.98
2025-01-22 06:00:00,5.0,5233.76,48.28,137.09,52.93,40.53,271.36,328.64,40.02
2025-01-22 08:00:00,4.0,1041.41,4.36,28.1,135.9,14.9,58.54,91.04,9.75
2025-01-22 10:00:00,3.0,747.68,3.38,22.28,125.89,9.54,34.16,62.24,7.79
2025-01-22 12:00:00,3.0,520.71,1.3,15.77,110.15,7.09,20.12,41.83,4.31
2025-01-22 14:00:00,3.0,1148.22,0.0,52.78,63.66,10.73,36.53,62.96,11.91
2025-01-22 16:00:00,4.0,1588.82,0.0,61.01,49.35,13.35,62.46,96.7,21.79
2025-01-22 18:00:00,5.0,2670.29,0.13,87.74,23.25,19.79,131.47,175.62,38.5
2025-01-22 20:00:00,5.0,2964.02,2.18,97.33,4.92,20.27,141.16,182.84,33.44
2025-01-22 22:00:00,5.0,2590.18,1.44,78.14,5.99,23.13,135.02,182.62,28.12
2025-01-23 00:00:00,5.0,1895.9,0.0,44.55,35.41,21.7,126.59,172.23,24.32
2025-01-23 02:00:00,5.0,2056.12,0.01,53.47,36.12,24.56,146.24,188.42,29.39
2025-01-23 04:00:00,5.0,4486.08,39.79,106.93,8.58,41.01,246.5,303.02,60.29
2025-01-23 06:00:00,5.0,4699.71,45.6,115.16,44.35,52.93,247.24,306.43,60.8
2025-01-23 08:00:00,3.0,907.9,3.35,20.73,127.32,17.88,43.84,69.24,10.51
2025-01-23 10:00:00,3.0,961.3,3.91,26.39,125.89,18.12,35.88,56.62,11.15
2025-01-23 12:00:00,3.0,1535.42,5.2,56.89,92.98,26.23,47.88,71.21,17.73
2025-01-23 14:00:00,4.0,2269.74,0.02,90.48,36.12,35.29,64.43,94.52,26.09
2025-01-23 16:00:00,5.0,2056.12,0.0,61.01,56.51,31.95,79.73,117.5,30.65
2025-01-23 18:00:00,5.0,1922.61,0.0,47.98,67.95,27.42,88.36,126.46,31.66
2025-01-23 20:00:00,3.0,1188.28,0.0,30.16,79.39,19.79,44.57,69.04,16.97
2025-01-23 22:00:00,3.0,761.03,0.0,16.79,90.12,16.93,28.58,47.46,11.78
2025-01-24 00:00:00,3.0,814.44,0.0,17.48,87.26,18.36,33.63,53.21,13.55
2025-01-24 02:00:00,4.0,1428.6,0.0,37.01,66.52,23.13,62.26,86.38,23.31
2025-01-24 04:00:00,5.0,4165.65,28.39,109.67,17.17,41.01,173.89,219.67,56.74
2025-01-24 06:00:00,5.0,3631.59,29.95,94.59,60.08,44.35,157.32,207.75,49.14
2025-01-24 08:00:00,4.0,1041.41,3.55,24.33,143.05,28.61,50.22,74.82,12.79
2025-01-24 10:00:00,4.0,1121.52,4.14,30.85,140.19,33.86,47.6,71.97,12.92
2025-01-24 12:00:00,3.0,1228.33,2.88,41.47,123.02,38.62,45.7,69.49,13.68
2025-01-24 14:00:00,4.0,1869.2,0.0,71.97,74.39,43.39,62.15,91.18,21.03
2025-01-24 16:00:00,5.0,2536.77,0.0,78.83,57.94,42.44,113.06,159.67,36.48
2025-01-24 18:00:00,5.0,3017.43,0.0,76.09,48.64,38.15,158.0,214.38,47.12
2025-01-24 20:00:00,5.0,1949.31,0.0,48.67,61.51,25.03,93.48,130.53,26.6
2025-01-24 22:00:00,3.0,894.55,0.0,17.48,87.98,14.31,43.18,64.86,13.05
2025-01-25 00:00:00,3.0,854.49,0.0,15.77,90.84,14.31,42.82,64.15,13.43
2025-01-25 02:00:00,4.0,1201.63,0.0,27.76,78.68,17.17,58.48,82.84,18.75
2025-01-25 04:00:00,5.0,3017.43,11.06,85.0,37.19,29.09,130.05,168.96,41.04
2025-01-25 06:00:00,5.0,2643.59,16.32,68.55,76.53,32.9,116.45,157.68,36.48
2025-01-25 08:00:00,4.0,807.76,2.6,17.48,143.05,19.79,37.94,69.5,10.13
2025-01-25 10:00:00,4.0,1575.47,6.98,48.67,133.04,30.28,70.56,107.13,17.99
2025-01-25 12:00:00,5.0,3257.75,13.3,122.01,76.53,33.38,136.22,181.99,35.97
2025-01-25 14:00:00,5.0,4219.06,27.49,148.06,0.09,34.33,136.17,181.79,45.6
2025-01-25 16:00:00,5.0,5607.6,56.77,138.46,0.0,41.48,229.09,290.42,63.33
2025-01-25 18:00:00,5.0,9933.47,119.81,178.22,0.0,60.56,516.07,621.45,101.33
2025-01-25 20:00:00,5.0,8331.3,88.51,150.8,0.0,44.82,433.01,538.06,71.94
2025-01-25 22:00:00,5.0,2590.18,2.65,69.23,9.48,22.89,139.11,202.7,26.35
2025-01-26 00:00:00,5.0,1615.52,0.0,30.85,61.51,18.84,106.14,159.95,20.77
2025-01-26 02:00:00,5.0,2109.53,0.0,47.98,59.37,20.98,132.07,187.05,28.12
2025-01-26 04:00:00,5.0,5340.58,33.97,131.61,18.06,38.62,280.59,356.52,64.34
2025-01-26 06:00:00,5.0,6568.91,42.47,169.99,75.1,55.31,363.36,446.27,68.9
2025-01-26 08:00:00,5.0,6248.47,16.32,178.22,228.88,62.94,470.25,546.9,53.2
2025-01-26 10:00:00,5.0,4753.11,6.98,134.35,311.85,42.92,477.04,545.92,35.46
2025-01-26 12:00:00,5.0,1815.8,2.21,58.26,180.24,13.83,164.77,210.45,13.68
2025-01-26 14:00:00,4.0,1268.39,0.0,53.47,87.98,9.06,67.09,109.85,10.77
2025-01-26 16:00:00,4.0,1588.82,0.0,60.32,52.21,12.04,74.12,122.43,19.25
2025-01-26 18:00:00,5.0,3017.43,0.39,97.33,17.88,18.36,162.54,220.03,33.44
2025-01-26 20:00:00,5.0,2590.18,0.38,83.63,13.95,13.47,134.24,184.61,16.97
2025-01-26 22:00:00,5.0,1842.5,0.01,52.78,29.68,12.99,102.19,147.09,10.39
2025-01-27 00:00:00,5.0,1922.61,0.0,48.67,30.4,15.26,118.07,165.66,11.02
2025-01-27 02:00:00,5.0,3044.13,0.3,87.05,17.34,24.08,190.01,248.2,20.77
2025-01-27 04:00:00,5.0,7583.62,84.94,154.91,8.05,49.11,406.41,500.13,76.0
2025-01-27 06:00:00,5.0,9826.66,79.57,252.25,59.37,72.48,569.78,678.35,97.27
2025-01-27 08:00:00,5.0,9292.6,21.68,279.66,263.21,69.62,767.46,875.11,69.92
2025-01-27 10:00:00,5.0,5981.45,8.72,167.25,314.71,38.62,600.89,690.97,38.5
2025-01-27 12:00:00,5.0,2216.34,4.69,76.09,131.61,13.59,179.03,245.7,17.99
2025-01-27 14:00:00,4.0,1522.06,0.29,72.66,25.75,9.78,70.58,130.04,12.79
2025-01-27 16:00:00,5.0,2189.64,11.51,71.97,2.77,14.54,104.05,166.46,20.77
2025-01-27 18:00:00,5.0,5180.36,67.06,78.83,0.0,26.46,288.64,372.21,36.48
2025-01-27 20:00:00,5.0,5821.23,79.57,91.85,0.0,22.41,326.93,404.97,21.53
2025-01-27 22:00:00,5.0,2830.51,15.87,74.71,0.2,14.9,166.33,223.32,9.88
2025-01-28 00:00:00,5.0,1842.5,0.18,52.78,15.2,16.93,126.69,184.06,10.64
2025-01-28 02:00:00,5.0,2376.56,0.3,71.97,17.7,25.27,167.84,234.59,16.47
2025-01-28 04:00:00,5.0,5607.6,66.16,119.27,2.48,46.73,322.1,412.22,42.05
2025-01-28 06:00:00,5.0,7263.18,87.62,168.62,31.83,61.04,413.32,514.58,64.34
2025-01-28 08:00:00,5.0,3311.16,14.98,102.82,151.63,34.81,246.68,322.15,29.39
2025-01-28 10:00:00,5.0,1655.58,7.93,51.41,131.61,13.11,121.38,181.59,15.07
2025-01-28 12:00:00,4.0,1161.58,7.38,40.44,60.08,8.82,57.68,111.85,11.27
2025-01-28 14:00:00,4.0,1188.28,1.26,56.89,11.98,8.82,50.52,105.86,9.88
2025-01-28 16:00:00,4.0,921.25,0.01,35.64,37.55,8.46,51.23,100.7,9.75
2025-01-28 18:00:00,3.0,774.38,0.0,25.02,56.51,7.21,45.65,84.83,8.74
2025-01-28 20:00:00,3.0,560.76,0.0,18.34,64.37,4.89,32.76,62.6,4.43
2025-01-28 22:00:00,3.0,494.0,0.0,11.65,67.95,4.59,41.06,79.96,3.51
2025-01-29 00:00:00,4.0,527.38,0.0,11.48,69.38,5.25,46.49,106.53,4.12
2025-01-29 02:00:00,4.0,867.84,0.0,25.02,60.08,7.75,58.01,119.51,7.28
2025-01-29 04:00:00,5.0,2670.29,26.15,73.34,12.16,16.45,122.82,190.23,21.53
2025-01-29 06:00:00,5.0,1949.31,19.89,52.09,48.64,13.83,95.34,154.85,17.23
2025-01-29 08:00:00,3.0,654.22,3.63,16.79,95.84,8.58,41.6,89.05,6.9
2025-01-29 10:00:00,3.0,680.92,3.86,18.51,92.98,8.11,39.85,92.12,6.65
2025-01-29 12:00:00,3.0,687.6,3.07,23.31,75.1,7.15,36.86,91.0,5.7
2025-01-29 14:00:00,4.0,781.06,0.0,34.96,56.51,6.44,39.79,109.07,5.7
2025-01-29 16:00:00,4.0,680.92,0.0,22.62,66.52,5.66,51.38,149.66,6.27
2025-01-29 18:00:00,4.0,520.71,0.0,12.68,82.25,4.53,51.67,142.3,5.19
2025-01-29 20:00:00,4.0,520.71,0.0,12.85,88.69,5.42,53.57,126.4,4.18
2025-01-29 22:00:00,4.0,674.25,0.0,17.31,77.25,8.82,61.26,128.52,6.27
2025-01-30 00:00:00,4.0,801.09,0.0,19.19,59.37,10.01,69.45,150.0,6.9
2025-01-30 02:00:00,5.0,1548.77,0.11,46.61,25.75,17.17,100.83,192.46,14.19
2025-01-30 04:00:00,5.0,5447.39,79.57,97.33,4.56,41.96,278.51,386.64,58.77
2025-01-30 06:00:00,5.0,7156.37,88.51,164.51,33.26,61.99,384.45,486.22,78.02
2025-01-30 08:00:00,5.0,1895.9,7.49,53.47,144.48,39.1,137.79,208.92,20.01
2025-01-30 10:00:00,4.0,787.73,2.07,19.02,158.79,16.45,68.79,131.28,8.36
2025-01-30 12:00:00,3.0,467.3,0.95,12.51,123.02,10.01,33.51,87.96,3.7
2025-01-30 14:00:00,3.0,654.22,0.0,26.39,98.71,14.31,31.85,79.63,5.38
2025-01-30 16:00:00,3.0,654.22,0.0,21.93,97.27,11.44,33.63,83.21,7.79
2025-01-30 18:00:00,3.0,507.35,0.0,13.37,100.14,6.26,25.58,68.99,6.27
2025-01-30 20:00:00,3.0,494.0,0.0,13.54,97.27,6.5,23.54,68.76,5.32
2025-01-30 22:00:00,3.0,487.33,0.0,12.0,88.69,10.85,25.15,69.71,6.33
2025-01-31 00:00:00,3.0,460.62,0.0,13.37,76.53,20.98,24.19,64.27,6.21
2025-01-31 02:00:00,3.0,647.54,0.0,21.08,69.38,24.32,30.81,71.53,9.37
2025-01-31 04:00:00,4.0,1495.36,7.49,51.41,41.48,31.47,58.66,103.29,20.52
2025-01-31 06:00:00,4.0,1335.14,11.29,38.04,67.23,34.33,53.88,94.66,18.75
2025-01-31 08:00:00,3.0,620.84,3.91,17.82,107.29,28.85,25.57,54.72,7.47
2025-01-31 10:00:00,3.0,487.33,2.29,13.19,121.59,23.84,21.5,47.61,4.31
2025-01-31 12:00:00,3.0,467.3,1.41,14.22,114.44,19.55,19.01,48.36,3.48
2025-01-31 14:00:00,3.0,567.44,0.0,22.96,87.26,8.34,18.74,50.79,4.75
2025-01-31 16:00:00,3.0,580.79,0.0,19.54,85.12,6.26,25.66,67.26,7.03
2025-01-31 18:00:00,4.0,600.81,0.0,16.96,85.83,6.26,39.29,118.99,8.23
2025-01-31 20:00:00,3.0,627.52,0.0,20.05,81.54,7.33,35.78,99.2,7.79
2025-01-31 22:00:00,3.0,620.84,0.0,17.14,75.82,8.7,35.44,87.93,8.61
2025-02-01 00:00:00,3.0,634.19,0.0,15.42,66.52,8.94,37.25,83.98,10.01
2025-02-01 02:00:00,4.0,1134.87,0.0,34.62,44.35,13.11,59.66,110.12,19.76
2025-02-01 04:00:00,5.0,4112.24,48.73,100.08,10.37,30.04,186.3,257.24,57.25
2025-02-01 06:00:00,5.0,5767.82,74.21,138.46,35.76,47.21,263.38,356.17,70.93
2025-02-01 08:00:00,5.0,2536.77,16.09,83.63,114.44,73.43,144.8,225.48,26.85
2025-02-01 10:00:00,5.0,2803.8,10.95,101.45,173.09,67.71,228.97,318.14,22.29
2025-02-01 12:00:00,5.0,1628.88,2.63,61.01,175.95,55.31,165.5,239.71,10.51
2025-02-01 14:00:00,5.0,1615.52,0.0,71.29,87.26,27.18,89.21,148.89,15.2
2025-02-01 16:00:00,5.0,2243.04,0.0,83.63,58.65,27.18,111.84,169.42,30.65
2025-02-01 18:00:00,5.0,2910.61,0.04,97.33,26.46,33.86,150.99,207.7,46.61
2025-02-01 20:00:00,5.0,2109.53,0.0,65.8,36.12,24.08,98.25,146.94,31.66
